function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_100,JUN_110,JUN_130,AUG_100,AUG_110,AUG_130,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K00003,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00008,5023,9818,11228,6251,6220,10545,7894,3986,6491,3741,3730,5578,15415,9853,12363,8939,18023,6550
K00012,401,774,287,74,96,95,149,59,117,61,69,23,221,82,114,120,325,34
K00013,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00014,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K00015,5016,9800,11223,6250,6218,10538,7886,3984,6479,3741,3729,5576,15412,9849,12357,8935,18007,6547
K00020,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K00021,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K00024,13022,25359,26492,16552,14947,24865,16893,8783,15525,7936,8037,12446,33789,22701,29051,19660,40269,14835
K00027,2699,5207,1602,1428,321,284,228,132,1057,119,185,552,956,1171,2280,557,2500,374
K00030,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K00031,5568,10857,13954,8960,8594,14256,8942,4734,8086,4151,4193,6336,17683,11765,14542,10299,20111,7960
K00050,5016,9799,11222,6242,6054,10358,7886,3984,6468,3740,3729,5576,15412,9848,12357,8935,18004,6523
K00052,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00053,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00054,5023,9818,11228,6251,6220,10545,7894,3986,6491,3741,3730,5578,15415,9853,12363,8939,18023,6550
K00058,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00059,15903,31033,38848,24085,23376,39004,25609,13385,22587,11966,12045,18225,50503,33293,41311,29398,57888,22436
K00067,5323,10366,13700,8887,8573,14216,8798,4677,7995,4090,4126,6318,17465,11689,14435,10182,19806,7936
K00077,3071,5945,4265,4130,2620,3944,1247,868,2632,516,643,1304,3175,3069,4428,1899,4518,1774
K00088,8394,16303,15545,10383,8984,14591,9145,4854,9149,4257,4375,6890,18594,12928,16799,10838,22567,8342
K00096,7842,15245,12813,7665,6444,10693,8089,4104,7531,3846,3911,6130,16323,11011,14614,9474,20460,6905
K00100,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K00104,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K00111,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K00122,7,18,5,1,2,7,8,2,12,0,1,2,3,4,6,4,16,3
K00123,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K00124,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K00133,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00135,4778,9326,10973,6170,6035,10325,7750,3929,6389,3679,3663,5560,15197,9776,12256,8822,17715,6502
K00145,3065,5932,4258,4130,2617,3940,1244,866,2619,516,642,1303,3174,3066,4425,1896,4511,1773
K00150,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00161,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K00162,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K00169,2832,5459,1598,1423,393,339,206,122,1076,106,183,555,912,1166,2260,542,2463,383
K00170,2832,5459,1598,1423,393,339,206,122,1076,106,183,555,912,1166,2260,542,2463,383
K00171,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K00172,2832,5459,1598,1423,393,339,206,122,1076,106,183,555,912,1166,2260,542,2463,383
K00174,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00175,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00176,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K00177,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K00179,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K00180,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K00215,3221,6215,4291,4131,2692,3995,1249,868,2645,516,644,1308,3177,3072,4432,1899,4531,1783
K00239,8094,15763,15493,10381,8840,14489,9141,4854,9123,4257,4373,6882,18590,12922,16791,10838,22541,8324
K00240,5424,10601,13935,8967,8672,14359,8943,4736,8096,4152,4193,6333,17682,11766,14541,10302,20108,7973
K00241,5418,10588,13928,8967,8669,14355,8940,4734,8083,4152,4192,6332,17681,11763,14538,10299,20101,7972
K00242,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K00248,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K00261,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K00266,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K00282,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K00283,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K00286,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00294,7448,14488,12530,7584,6186,10425,7948,4047,7415,3784,3843,6109,16105,10932,14506,9358,20148,6850
K00313,13,32,12,9,152,161,11,4,35,1,2,3,4,8,9,7,26,25
K00318,4778,9326,10973,6170,6035,10325,7750,3929,6389,3679,3663,5560,15197,9776,12256,8822,17715,6502
K00320,150,271,27,9,236,231,2,0,24,1,1,4,2,4,4,0,16,33
K00330,5574,10870,13961,8960,8597,14260,8945,4736,8099,4151,4194,6337,17684,11768,14545,10302,20118,7961
K00331,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00332,8094,15763,15493,10381,8840,14489,9141,4854,9123,4257,4373,6882,18590,12922,16791,10838,22541,8324
K00333,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00334,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00335,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00337,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00338,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00339,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K00340,7581,14738,12516,7580,6408,10639,7922,4033,7441,3769,3839,6105,16046,10919,14478,9333,20105,6872
K00341,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K00342,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00343,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00356,9778,19109,22152,12400,12074,20669,15613,7899,12858,7403,7387,11129,30550,19608,24584,17733,35669,13016
K00368,24357,47575,55314,30976,30186,51663,39003,19739,32112,18498,18441,27820,76344,49003,61451,44306,89110,32535
K00382,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K00384,3496,6760,4600,4234,3060,4423,1432,943,2781,595,718,1337,3460,3174,4580,2048,4924,1870
K00390,12999,25324,26443,16531,14766,24664,16862,8767,15503,7919,8031,12437,33727,22680,29016,19632,40200,14799
K00392,268,525,302,86,38,61,175,73,102,77,73,27,280,96,142,145,371,36
K00412,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K00441,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K00525,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00527,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00528,10039,19616,22449,12485,12110,20723,15780,7970,12948,7480,7459,11154,30827,19700,24720,17874,36024,13049
K00537,5173,10093,13663,8879,8487,14144,8792,4673,7978,4087,4123,6307,17448,11677,14423,10172,19784,7916
K00547,4778,9323,10962,6163,6021,10304,7746,3925,6385,3676,3661,5553,15182,9767,12248,8812,17706,6491
K00548,10427,20368,25145,15200,14574,24556,16818,8716,14529,7891,7920,11906,33090,21606,26889,19230,38086,14471
K00549,163,302,39,10,241,242,13,4,49,1,3,7,6,11,13,7,39,37
K00555,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K00558,5006,9796,11186,6230,6042,10348,7866,3972,6482,3724,3725,5570,15354,9835,12331,8914,17961,6515
K00560,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00567,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00571,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K00573,4934,9607,10996,6172,6260,10539,7751,3927,6422,3677,3663,5558,15185,9774,12255,8815,17729,6525
K00575,173,304,74,14,89,72,33,16,24,16,7,13,64,23,39,28,79,21
K00577,418,804,2749,2729,2483,3861,1077,764,1604,427,468,763,2328,1930,2210,1388,2144,1437
K00584,0,0,1,0,17,30,0,0,1,0,0,0,0,0,0,0,0,3
K00586,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K00600,12999,25325,26444,16539,14930,24844,16862,8767,15514,7920,8031,12437,33727,22681,29016,19632,40203,14823
K00602,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K00604,5395,10553,13880,8946,8505,14184,8909,4718,8062,4135,4186,6323,17619,11742,14503,10271,20032,7939
K00605,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K00606,5417,10582,13930,8958,8523,14202,8935,4734,8074,4151,4192,6331,17679,11761,14535,10298,20089,7949
K00609,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00610,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00611,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00612,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K00615,15787,30741,28276,18030,14883,24774,17233,8958,16618,8101,8283,13009,34913,23929,31404,20313,42991,15174
K00616,8088,15749,15485,10373,8673,14305,9138,4852,9099,4256,4372,6881,18589,12918,16788,10835,22531,8299
K00620,3065,5932,4258,4130,2617,3940,1244,866,2619,516,642,1303,3174,3066,4425,1896,4511,1773
K00621,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K00626,11338,22004,17412,11891,9340,14936,9521,5047,10301,4440,4629,7467,19783,14184,19194,11522,25381,8751
K00639,314,587,376,98,44,61,229,97,116,103,81,31,374,118,196,181,485,38
K00640,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00641,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K00666,173,301,63,7,75,51,29,12,20,13,5,6,49,14,31,18,70,10
K00681,464,863,2812,2734,2475,3840,1127,784,1614,450,474,760,2407,1943,2256,1414,2249,1428
K00721,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K00754,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K00757,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K00759,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00761,401,783,2708,2716,2469,3844,1049,750,1606,411,463,755,2267,1913,2178,1363,2085,1426
K00762,11064,21465,17102,11797,9135,14691,9343,4972,10175,4362,4555,7439,19502,14084,19049,11374,25000,8690
K00763,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K00764,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00765,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00766,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00767,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K00772,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00784,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00788,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K00789,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00793,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K00794,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K00796,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K00797,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K00798,5411,10569,13923,8958,8520,14198,8932,4732,8061,4151,4191,6330,17678,11758,14532,10295,20082,7948
K00800,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00809,8512,16559,15822,10476,9114,14781,9318,4927,9249,4335,4447,6913,18872,13022,16937,10983,22928,8393
K00812,15865,30822,28112,17973,15173,25016,17120,8913,16571,8054,8222,13001,34746,23871,31332,20214,42772,15193
K00817,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00820,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00821,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K00823,150,271,27,9,236,231,2,0,24,1,1,4,2,4,4,0,16,33
K00826,13267,25850,26746,16625,14968,24905,17037,8840,15616,7997,8104,12464,34007,22777,29158,19777,40574,14859
K00833,663,1295,3003,2802,2504,3901,1221,821,1695,488,535,781,2546,2006,2317,1505,2449,1461
K00836,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K00847,5441,10618,13965,8965,8525,14205,8967,4746,8080,4164,4196,6334,17728,11773,14565,10317,20155,7952
K00852,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K00858,8512,16558,15821,10468,8950,14601,9318,4927,9238,4334,4447,6913,18872,13021,16937,10983,22925,8369
K00860,5016,9799,11222,6242,6054,10358,7886,3984,6468,3740,3729,5576,15412,9848,12357,8935,18004,6523
K00869,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00872,5179,10101,11261,6252,6295,10600,7899,3988,6517,3741,3732,5583,15418,9859,12370,8942,18043,6560
K00873,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K00878,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K00891,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00926,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K00927,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00928,18022,35142,37671,22782,20986,35209,24756,12753,21994,11660,11761,18015,49142,32533,41379,28571,58223,21349
K00930,3065,5932,4258,4130,2617,3940,1244,866,2619,516,642,1303,3174,3066,4425,1896,4511,1773
K00936,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00939,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00940,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00941,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00943,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K00945,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00946,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K00948,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K00952,13015,25341,26487,16551,14945,24858,16885,8781,15513,7936,8036,12444,33786,22697,29045,19656,40253,14832
K00958,9778,19109,22152,12400,12074,20669,15613,7899,12858,7403,7387,11129,30550,19608,24584,17733,35669,13016
K00963,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00965,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K00966,13022,25359,26492,16552,14947,24865,16893,8783,15525,7936,8037,12446,33789,22701,29051,19660,40269,14835
K00973,3639,7010,4619,4218,2802,4107,1426,941,2760,593,718,1339,3459,3171,4578,2044,4915,1828
K00980,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K00983,275,543,307,87,40,68,183,75,114,77,74,29,283,100,148,149,387,39
K00991,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00995,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K00997,268,525,302,86,38,61,175,73,102,77,73,27,280,96,142,145,371,36
K01000,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K01001,5424,10601,13936,8967,8689,14389,8943,4736,8097,4152,4193,6333,17682,11766,14541,10302,20108,7976
K01006,5029,9831,11234,6251,6206,10519,7897,3988,6503,3741,3731,5579,15416,9856,12366,8942,18030,6548
K01007,3215,6202,4285,4131,2706,4021,1246,866,2633,516,643,1307,3176,3069,4429,1896,4524,1785
K01011,10480,20454,25246,15227,14610,24605,16888,8750,14563,7923,7933,11926,33217,21650,26965,19290,38234,14498
K01012,3333,6458,4561,4224,2819,4181,1419,939,2732,594,715,1330,3454,3163,4567,2041,4885,1833
K01061,46,65,85,19,20,21,58,28,18,29,10,11,109,31,62,46,123,13
K01079,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01082,261,507,297,85,36,54,167,71,90,77,72,25,277,92,136,141,355,33
K01090,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K01091,3071,5945,4265,4130,2620,3944,1247,868,2632,516,643,1304,3175,3069,4428,1899,4518,1774
K01092,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01126,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K01142,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K01151,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01153,3065,5935,4269,4137,2631,3961,1248,870,2623,519,644,1310,3189,3075,4433,1906,4520,1784
K01154,3065,5938,4280,4144,2645,3982,1252,874,2627,522,646,1317,3204,3084,4441,1916,4529,1795
K01170,13273,25864,26754,16633,15135,25089,17040,8842,15640,7998,8105,12465,34008,22781,29161,19780,40584,14884
K01174,656,1277,2998,2801,2502,3894,1213,819,1683,488,534,779,2543,2002,2311,1501,2433,1458
K01179,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K01246,5173,10096,13674,8886,8501,14165,8796,4677,7982,4090,4125,6314,17463,11686,14431,10182,19793,7927
K01251,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01255,5016,9799,11222,6242,6054,10358,7886,3984,6468,3740,3729,5576,15412,9848,12357,8935,18004,6523
K01262,5561,10840,13950,8967,8756,14429,8934,4732,8085,4152,4192,6334,17680,11762,14536,10295,20098,7981
K01265,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01271,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K01273,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K01338,3065,5932,4258,4130,2617,3940,1244,866,2619,516,642,1303,3174,3066,4425,1896,4511,1773
K01409,8094,15763,15493,10381,8840,14489,9141,4854,9123,4257,4373,6882,18590,12922,16791,10838,22541,8324
K01433,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K01438,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K01439,2676,5176,1565,1422,318,284,201,120,1050,106,181,550,909,1160,2253,539,2443,373
K01464,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K01465,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K01470,5029,9831,11235,6251,6223,10549,7897,3988,6504,3741,3731,5579,15416,9856,12366,8942,18030,6551
K01473,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K01474,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K01479,23,31,37,6,3,0,27,12,7,13,4,2,47,11,27,18,57,1
K01480,8267,16067,15567,10395,8929,14561,9174,4870,9147,4273,4380,6895,18654,12945,16830,10866,22620,8345
K01486,5418,10588,13929,8967,8686,14385,8940,4734,8084,4152,4192,6332,17681,11763,14538,10299,20101,7975
K01489,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K01491,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K01493,7843,15249,12810,7658,6279,10516,8094,4104,7519,3845,3911,6131,16325,11011,14617,9475,20466,6883
K01494,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K01495,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K01496,819,1578,3036,2803,2579,3956,1226,823,1721,488,537,786,2549,2012,2324,1508,2469,1471
K01499,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K01507,7843,15258,15231,10300,8652,14265,8994,4795,9008,4195,4305,6863,18371,12842,16681,10718,22226,8275
K01512,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K01515,5417,10583,13931,8966,8687,14382,8935,4734,8085,4152,4192,6331,17679,11762,14535,10298,20092,7973
K01520,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K01523,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K01533,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K01534,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K01537,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K01551,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K01586,3215,6203,4285,4139,2853,4171,1246,866,2643,517,643,1307,3176,3070,4429,1896,4527,1806
K01588,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01589,268,525,302,86,38,61,175,73,102,77,73,27,280,96,142,145,371,36
K01591,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01601,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K01607,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K01609,819,1579,3037,2811,2743,4136,1226,823,1732,489,537,786,2549,2013,2324,1508,2472,1495
K01610,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K01611,2682,5189,1572,1422,321,288,204,122,1063,106,182,551,910,1163,2256,542,2450,374
K01613,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K01619,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K01622,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01628,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K01641,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01644,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K01647,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01649,13267,25851,26747,16633,15132,25085,17037,8840,15627,7998,8104,12464,34007,22778,29158,19777,40577,14883
K01652,13417,26126,29182,19261,17399,28684,17935,9527,17114,8344,8497,13193,36040,24602,31218,21010,42338,16249
K01653,5568,10857,13954,8960,8594,14256,8942,4734,8086,4151,4193,6336,17683,11765,14542,10299,20111,7960
K01654,931,1820,3305,2888,2542,3962,1396,894,1797,565,608,808,2826,2102,2459,1650,2820,1497
K01657,819,1578,3036,2803,2579,3956,1226,823,1721,488,537,786,2549,2012,2324,1508,2469,1471
K01658,819,1578,3036,2803,2579,3956,1226,823,1721,488,537,786,2549,2012,2324,1508,2469,1471
K01669,261,507,297,85,36,54,167,71,90,77,72,25,277,92,136,141,355,33
K01677,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K01678,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K01681,8088,15749,15485,10373,8673,14305,9138,4852,9099,4256,4372,6881,18589,12918,16788,10835,22531,8299
K01687,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K01689,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K01693,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
