function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K05571,702.5,688.5,651,1147,2437,1592,738.5,636,544,786,956,312,378.5,297,466,499.5,597.5,549,670.5,607,1551,817.5,585.5,438
K05572,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05573,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05574,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05575,96,96,33,9,6,0,183,234,108,66,72,9,24,33,39,33,39,6,9,42,63,27,93,6
K05576,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05577,67,68,23,6,4,0,122,156,74,46,48,6,16,22,26,22,26,4,19,36.75,65.5,30.75,88.75,8
K05578,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05579,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05580,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05581,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05582,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05583,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05584,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05585,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05589,1473.5,1387.33,4312.33,11106,11542.5,6444.5,3405,2767.33,3069.83,3877.83,14288.83,12017,1196,1023.33,1554,3696,13245.5,1171.83,2105.83,5726.42,7109.67,3175.08,1553.75,10753.83
K05590,11,13.33,13.33,4,4,2,8,5.33,2.83,5.33,3.33,1.5,3,2.83,3,2.5,1,0.83,17.83,15.67,27.17,127.33,19.5,3.83
K05591,315,320.66,2899.16,10112.75,10584.75,5682,1000.5,1008.91,1288.16,1867.16,12624.16,12409.75,316,344.41,715,2946.25,12637.75,1986.16,485.16,4900.59,4321.34,1353.41,384.25,10637.41
K05592,9112.7,7948.32,6558.82,12071.44,12849.75,7392.49,5892.49,6519.57,6481.84,7788.34,16123.34,13645.24,3603,2834.48,4085.21,5493.74,14940.44,2755.73,5628.82,7249.92,10944.67,6550.58,4696.26,11560.08
K05595,14537.4,12750.32,9526.82,6962.56,4358,2563.66,9997.16,9347.82,11436.5,9934.5,10441.5,6446.16,6602,4858.96,6579.24,5239.16,6839.56,2977.46,9753.82,6512.84,15217.84,11373.66,8295.34,4685.66
K05596,869.5,775,287.5,104.5,26,19,434.5,488,636,696.5,282.5,12.5,563,445,558,397.5,168.5,14.5,954,301.5,714,596,443.5,15
K05601,65,49,69,316,3771,2532,116,159,99,116,107,500,40,32,44,96,380,974,67,101,185,108,62,764
K05602,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K05603,15,17,17,4,4,2,11,14,8,15,8,0,3,6,6,0,1,0,14,2,15,17,14,1
K05605,287,290,177,428,323,190,139,118,108,164,170,25,65,58,80,114,121,43,160,148,397,190,144,38
K05606,7802.7,6877.66,3318.16,3804.86,6746.5,4533.66,3507.16,4072.66,3812.84,4682.84,3370.34,1120.16,2686,2044.9,2697.04,2336.16,2430.36,1606.9,4418.16,2477.5,6466.5,4269,3508.84,1669
K05685,77,61,85,55,4,9,139,121,113,193,91,1,90,79,94,68,47,3,163,72,151,135,93,8
K05710,182.5,169.5,792.5,2733,1833.5,883.5,715.5,621,546,854,2097.5,2545.5,304,230.5,412.5,774,2448,179.5,462,1049.5,1653,759.5,332.5,2638.5
K05712,950,804.5,577.5,350.5,161,109.5,540,495,549,583,406,38,439,334.5,410,329,203,30,909.5,414.25,1076,731.75,668.75,90
K05715,233,275,727,1550,875,340,340,301,259,405,918,156,160,118,153,250,533,42,246,444,831,363,163,216
K05772,5848.7,5295.5,2210.5,2270.45,3363.75,2069.5,1834,2351.25,2569,2882,2633.5,1849.75,1988,1503.65,2012.2,1725.25,2256.95,1690.4,2847,1646.5,4102.5,2608.5,2059.5,1249.75
K05773,5558.2,4987,2152,2201.95,2462.75,1462,1775,2284.25,2496,2785.5,2563.5,1737.25,1932.5,1465.65,1957.2,1667.25,2145.45,1459.9,2796,1582,3950,2526.5,1957.5,1103.75
K05774,1139,1032.5,412.5,309.25,265.25,118.5,673.5,674.25,749,869,725.5,1272.25,697,547.75,682.5,469.25,642.25,1087,1268,470.5,1179,885.5,763,414.75
K05776,686.5,621.83,836.83,1608.5,893.5,351.5,622.5,690.33,586.33,738.33,1058.83,172.5,327.5,252.83,343,385,640.5,48.83,454.33,618.92,1140.67,799.08,520.75,266.33
K05777,348.5,325.83,212.83,134.5,37,9.5,190,192.33,153.83,231.83,172.33,14,137.5,121.83,128,113.5,98.5,6.33,239.83,113.17,329.67,309.33,163.5,14.83
K05778,348.5,325.83,212.83,134.5,37,9.5,190,192.33,153.83,231.83,172.33,14,137.5,121.83,128,113.5,98.5,6.33,239.83,113.17,329.67,309.33,163.5,14.83
K05779,594.5,581.83,247.83,137.5,39,9.5,237,243.33,207.83,290.83,227.33,14,185.5,153.83,172,150.5,124.5,7.33,288.83,153.17,461.67,378.33,255.5,21.83
K05780,1158.5,1031,429.5,342.5,1083,674,697.5,684,740,869.5,495.5,130.5,700,543,690,472.5,343.5,265.5,1317,470.5,1218,917,795.5,175
K05781,1158.5,1031,429.5,342.5,1083,674,697.5,684,740,869.5,495.5,130.5,700,543,690,472.5,343.5,265.5,1317,470.5,1218,917,795.5,175
K05782,362,331.33,201.33,168,64,31,212,204.33,154.83,236.33,229.33,19.5,184,125.83,232,133.5,142,113.83,315.83,158.67,433.17,371.33,267.5,25.83
K05784,3,1,3,6,84,61,5,33,13,23,9,15,0,0,1,2,12,42,2,6,11,8,9,23
K05785,4740,4219.5,3063.5,7637,7876,4290,1450.5,2031,2604,2883.5,11468,8376,1288,1124,1881.5,3313.5,10377.5,577.5,1388,4592.25,4890.5,2065.25,1442.75,7354.5
K05786,9004.7,8037.33,6942.83,2174.45,436.25,243,7191,6188.58,8884.83,6032.83,6460.33,1629.25,5114,3719.48,5013.7,3336.25,2568.95,1301.73,7061.33,4434.17,10209.67,8225.83,6079,845.58
K05787,157.5,127.83,338.33,66,16,11.5,267.5,284.33,305.83,345.83,148.83,7,271,198.33,236,173,81.5,4.33,633.33,198.42,516.17,529.08,301.75,22.83
K05788,14011.7,12481.83,12313.83,15397.7,15942.5,9646,10865,9409.33,12325.83,10728.83,21601.83,13204,6775,5175.23,7092.2,7608,16503.7,2269.23,9937.33,10971.92,19346.17,12453.08,8598.75,12383.83
K05789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,7.5,1.75,6.75,3
K05791,1,2.83,12.33,38.5,35,18.5,8.5,6.33,14.33,25.33,44.33,33,1.5,1.83,4,14.5,38.5,3.83,8.83,45.67,42.17,22.83,5.5,48.83
K05792,1,2.83,12.33,38.5,35,18.5,8.5,6.33,14.33,25.33,44.33,33,1.5,1.83,4,14.5,38.5,3.83,8.83,45.67,42.17,22.83,5.5,48.83
K05793,3,3.83,38.33,58.5,37,19.5,13.5,11.33,22.33,33.33,53.33,35,7.5,9.83,7,20.5,41.5,3.83,10.83,54.67,56.17,29.83,7.5,49.83
K05794,944.2,822,678,566.2,403.5,251.5,839.5,993.5,862.5,1215.5,617.5,123.5,563,390.9,666.2,598,545.2,99.9,945,478,1127.5,919,835.5,213
K05795,2,5.66,24.66,77,70,37,17,12.66,28.66,50.66,88.66,66,3,3.66,8,29,77,7.66,17.66,91.34,84.34,45.66,11,97.66
K05797,12,11,4,1,0,0,3,10,11,5,8,0,8,2,13,6,5,0,7,4,21,8,8,1
K05799,5668.5,4870.16,1412.66,380.33,321.5,131.33,1622.33,2247.16,2401,2470.5,1245,140.33,1803.5,1374.83,1869.17,1352.33,805.83,102.33,2620.16,1116.67,3013.67,2471.83,2188.67,183.33
K05800,13091.2,11615.33,4511.33,1792.7,931,516.5,5151.5,5915.33,6753.83,7081.83,4196.33,327.5,5027,3908.73,5150.7,3705,2391.7,332.73,7949.33,3201.67,8939.67,6494.83,5383.5,412.33
K05801,4666.7,4184.16,5649.66,12836.28,12680.25,7078.33,4962.33,4727.91,5110.5,6210.5,15849.5,13566.58,2656,2110.98,3011.87,4943.08,14662.78,2420.23,4311.66,6969.92,9842.67,5139.08,3328.42,11550.58
K05802,96.5,87.5,536.5,2416,1639.5,763.5,324.5,344,323,479,1615.5,2480.5,151,105.5,174.5,582,2272,149.5,161,832.5,1008,399.5,152.5,2574.5
K05803,11,13.33,13.33,4,4,2,8,5.33,2.83,5.33,3.33,1.5,3,2.83,3,2.5,1,0.83,17.83,15.67,27.17,127.33,19.5,3.83
K05805,321.7,297.83,744.83,2565.2,1717.5,803.5,510.5,496.33,442.83,629.33,1771.83,2497,321,193.73,396.7,684.5,2352.2,162.73,369.83,954.17,1375.17,729.83,362,2596.33
K05807,15185.7,13394.16,11943.16,14249.28,13494.25,7747.33,10847.83,9950.91,12582,11009.5,21092.5,14036.58,6864,5191.98,7154.87,7524.58,16364.28,2844.23,10083.66,10770.92,18884.17,12385.58,8911.42,12148.58
K05808,4057,3440.99,5793.99,12462.91,15002.75,9172.66,5621.16,5424.24,5080.67,6612.67,15712.67,13854.91,2196.5,1798.58,2483.34,4601.41,14685.91,3054.83,3865.49,6673.92,9532.17,5353.58,3418.59,12073.58
K05810,10348.2,9243.33,11260.33,14977.45,14934.75,8862.5,10048.5,8686.58,11620.33,9861.33,20862.83,14029.75,6218,4755.98,6575.7,7218.25,16336.95,3109.73,9077.33,10512.92,17576.67,11399.08,7691.25,12227.58
K05812,53,54.33,71.33,14,6,2,18,31.33,11.83,24.33,9.33,1.5,38,12.83,82,31.5,8,1.83,33.83,18.42,44.67,135.08,31.25,7.83
K05813,4898,4256.5,1495.5,599.5,238,118.5,1566,1890,2127,2370,1254,84,1832,1438.5,1844,1258,728,52,3335.5,1154.5,3176.5,2351,1964,125
K05814,4980,4328.5,1555.5,686.5,276,135.5,1658,1958,2171,2444,1334,91,1864,1470.5,1821,1285,773,60,3475.5,1191.5,3330.5,2422,2016,133
K05815,8725,7622.5,2163.5,748.5,263,129.5,2055,2747,3092,3305,1879,145,2541,1992.5,2619,1872,1160,61,4147.5,1551.5,4463.5,3157,2793,170
K05816,5042,4365.5,1477.5,444.5,220,107.5,1547,1880,2109,2343,1240,76,1841,1443.5,1775,1217,698,50,3411.5,1167.5,3258.5,2415,2081,114
K05818,2,1,26,20,2,1,5,5,8,8,9,2,6,8,3,6,3,0,2,9,14,7,2,1
K05820,522.4,488,1005.5,3250.15,3436.75,2082,852.5,757.25,665,962.5,2433.5,4622.25,530,313.05,577.4,921.75,3323.15,1647.8,702,1209.25,1895.5,913.75,546.75,3417.25
K05825,274.5,244.5,197,132.75,79.25,41.5,354,337.25,284,465.5,459,1244.75,223,187.75,221.5,182.75,484.75,1051.5,457,214,504,400.5,274.5,382.75
K05826,22,19,30,17,2,0,68,37,17,21,9,0,9,7,10,11,4,0,45,15,34,41,20,2
K05827,22,19,30,17,2,0,68,37,17,21,9,0,9,7,10,11,4,0,45,15,34,41,20,2
K05828,12,10,17,13,1,0,45,24,11,13,7,0,6,4,6,6,2,0,27,10,25,29,15,2
K05829,12,10,17,13,1,0,45,24,11,13,7,0,6,4,6,6,2,0,27,10,25,29,15,2
K05830,12,10,17,13,1,0,45,24,11,13,7,0,6,4,6,6,2,0,27,10,25,29,15,2
K05831,12,10,17,13,1,0,45,24,11,13,7,0,6,4,6,6,2,0,27,10,25,29,15,2
K05832,143,122,69,116,767,507,45,51,37,53,53,116,45,28,25,43,106,182,96,66,151,98,141,214
K05833,143,122,69,116,767,507,45,51,37,53,53,116,45,28,25,43,106,182,96,66,151,98,141,214
K05834,813.5,732,115.5,25.5,5,4,171.5,326,455,363.5,185.5,28.5,281,231,368,277.5,172.5,5.5,137,104.5,228,181,204.5,9
K05836,652.5,583,431.5,654.5,478,261,363.5,311,231.5,384.5,358.5,52,229,208.5,214,230,278.5,219,453.5,282.5,764.5,542,351,60.5
K05837,15844.5,14051.16,13487.16,17220.08,16535.25,9767.33,12216.83,11223.91,13670,12508.5,22895.5,14595.58,7368,5665.58,7618.67,8254.58,17615.08,3334.83,11022.66,11761.92,20969.17,13748.58,9704.42,12970.58
K05838,5776.7,5154.83,2390.33,3808.7,2888,1732.5,2027,2379.83,2569.33,2933.83,3170.83,3392.5,1999,1534.23,2182.2,2046,3366.7,541.23,3123.33,2118.92,4480.67,2844.08,2252.75,3018.83
K05844,3165.2,2761.66,2081.16,4207.03,5166.5,3358.83,2370.83,2585.16,2450,3200,3585.5,6244.33,1520,1130.73,1456.37,1760.33,4331.03,3024.73,2676.66,2196.42,4110.17,2785.58,2007.42,4404.33
K05845,5.2,3,8,1.2,0,0,10,6,9,9,21,1,85,13.4,164.2,82,28.2,8.4,2,0,1,6,0,0
K05846,40.4,35,26,5.4,1,0,73,80,45,30,57,3,193,38.8,405.4,187,68.4,19.8,4,0,3,12,3,0
K05847,35,32,18,4,1,0,63,74,36,21,36,2,60,25,187,100,40,10,2,0,2,6,3,0
K05851,60.5,58.5,554.5,2639,4739.5,3033.5,276.5,307,304,463,1651.5,3367.5,122,88.5,172.5,619,2752,937.5,109,833.25,925.5,351.25,106.25,3088.5
K05878,45.5,38.5,127.5,255,51.5,19.5,189.5,230,186,251,270.5,77.5,120,83.5,190.5,274,446,12.5,79,167.5,361,244.5,80.5,77.5
K05879,45.5,38.5,127.5,255,51.5,19.5,189.5,230,186,251,270.5,77.5,120,83.5,190.5,274,446,12.5,79,167.5,361,244.5,80.5,77.5
K05881,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K05882,0,0,0,0,0,0,0,0,0,0,0,0,41,3,146,82,18,8,0,0,1,2,0,0
K05889,150,156,68,86,8,5,73,83,75,104,101,15,34,33,39,54,57,3,53,94,127,84,50,34
K05895,5404.2,4809.5,2148.5,2157.7,1398,722.5,1783,2165,2327,2545,2164,288,1902,1433.9,1940.2,1505,1357.2,168.4,2892.5,1524.5,3737.5,2442,2066,343
K05896,13576.5,12070.83,9896.33,9226.5,7079.5,4481,9201.5,8337.33,10715.33,8810.83,10562.83,4509,6339,4767.83,6405,5324.5,6763,1291.83,9221.33,7061.92,15503.67,11204.58,8093.75,4734.83
K05898,10,9,3,0,0,1,16,17,11,9,3,1,10,9,14,5,10,0,5,1,5,5,4,1
K05916,151.7,155.83,99.83,26.7,9,2.5,88,118.33,60.83,69.83,41.33,4,102.5,33.23,158.2,60.5,29.7,5.73,47.83,36.17,66.67,156.33,43.5,7.83
K05917,1,2.5,12,38.5,35,18.5,8.5,6,14,25,44,33,1.5,1.5,4,13.5,38.5,3.5,2.5,37,31.5,16.5,3.5,45.5
K05919,24.5,16.5,52,333.75,2138.25,1514.5,60,65.25,64,104.5,329,1534.75,25,18.75,20.5,78.75,616.75,1550.5,60,113,180,96.5,46.5,764.75
K05922,0.5,0.5,4,20.75,71.25,23.5,4,11.25,13,28.5,255,1240.75,0,0.75,1.5,18.75,372.75,1045.5,0,23,13,3.5,0.5,363.75
K05927,0.5,0.5,4,20.75,71.25,23.5,4,11.25,13,28.5,255,1240.75,0,0.75,1.5,18.75,372.75,1045.5,0,23,13,3.5,0.5,363.75
K05934,634.7,542,181.5,83.7,897,593,396.5,434,553,601.5,216.5,107.5,562,406.4,595.2,319.5,209.7,230.9,918,256.5,584,540,422.5,131
K05936,5311.2,4728.5,2101.5,2125.7,2498,1372.5,1665,2078,2270,2455,2075,414,1821,1384.9,1887.2,1470,1419.2,448.4,2706.5,1464.5,3524.5,2318,1930,508
K05939,2976.2,2766,2987.5,1187.95,804.75,727,5353.5,4269.25,4221,4560.5,3668.5,2043.25,2217,1646.65,2145.2,1706.75,2085.95,1394.4,3628,1558.5,5448,4015,2705,802.25
K05946,360.7,312.5,175,246.2,196,145,354,417,360,426,282,79.5,291,212.9,325.7,219,239.7,181.9,434.5,255.75,545.5,487.75,381.25,127
K05951,41.5,34.5,107.5,242,50.5,19.5,178.5,217,171,234,229.5,76.5,130,79.5,235.5,215,415,7.5,65,144.5,335,227.5,72.5,71.5
K05952,780.5,781.33,543.83,579,111.5,40.5,613.5,594.33,472.33,677.83,599.83,113,300,225.33,306,397.5,614,11.83,375.83,402.42,1046.17,735.58,453.75,131.83
K05966,41.7,40.5,115.5,244.2,50.5,19.5,191.5,229,187,242,241.5,76.5,150,76.9,164.7,200,416.2,6.9,70,149.5,344,237.5,74.5,71.5
K05970,1433,1171.33,543.33,308.83,784,652.33,1218.83,1567.33,1288.17,1533.67,617.67,148.83,842.5,670.5,824.67,572.33,448.33,363,1387.33,563.5,1487.5,1550,1262.67,236
K05973,1930.2,1728.5,1046.5,1057.7,662,372.5,1222,1319,1587,1692,1006,111,1330,1031.9,1434.2,1084,695.2,257.4,2184.5,929.25,2276,1650.75,1266.75,153
K05978,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05979,511.5,478,427.5,248.5,308,227,442.5,467.5,337.5,462,203,63.5,175.5,113,228,184.5,163.5,108,335,144,416.5,440,297.5,133.5
K05982,296.2,261.66,447.16,405.2,400,353,326.5,305.66,206.16,257.66,130.66,42,170,103.06,166.2,128.5,143.7,83.06,229.66,162.34,389.84,360.16,184,192.66
K05986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,7.5,1.75,6.75,3
K05989,89,71,120.5,50,95,71,204.5,183,174.5,206,47,29,90,75,69,62.5,42.5,50,151,26,118.5,175.5,131,48
K05994,134,105,14,7,4,5,20,23,19,22,27,30,15,21,14,20,16,0,6,6,26,17,19,19
K05995,700,513.83,319.33,468.33,691.5,431.83,411.83,612.83,458.17,757.17,337.67,150.33,184.5,126,230.17,312.83,397.83,178.5,344.33,236,594,467.5,411.67,198.5
K05997,83,84.5,45.5,51,5,3,44.5,39,44,60.5,54,7,26,15,19.5,30.5,26.5,1.5,52,59.25,91.5,69.25,41.75,20.5
K06001,315,351.5,897.5,2096.75,3111.25,1816.5,540,511.75,431.5,654,1367.5,1798.75,249,190.25,294.5,435.25,1242.25,1609.5,377,629,1170.5,562.5,286,1143.75
K06006,0,0.33,0.33,0,0,0,5,3.33,2.83,2.33,3.33,1.5,0,1.83,0,2.5,0,0.83,15.83,15.67,21.17,123.33,12.5,3.83
K06013,1934,1712.83,3939.83,10731.08,12187.25,7035.83,3010.33,2846.08,3021.17,3702.67,14010.17,13234.58,1127.5,982.25,1526.17,3626.58,13568.58,2508.5,1804.33,5535.5,6460,2845.5,1605.67,11146.75
K06015,1108,1036.5,790.5,900,645,508,809.5,620,541,820.5,698,122,331,237,328.5,334.5,413.5,117.5,561,430.5,1217,783.5,621,200.5
K06016,3478.2,3146.5,2327.5,3180.7,1840,850.5,2580,2525,2523,3007,2624,342,1927,1427.9,1982.2,1700,1523.2,205.4,3173.5,1878.5,4493.5,2951,2357,498
K06019,75,63,115,46,7,3,189,162,154,188,42,9,69,59,55,49,26,0,134,25,109,155,111,22
K06020,19,21,12,5,0,0,40,44,33,28,28,0,25,14,16,25,6,0,25,14,74,29,33,3
K06023,2059,1829.5,781.5,280.5,800,788.5,1214,1572,1783,1818,825,236,1333,1067.5,1324,969,594,197,2160.5,779.5,1951.5,1654,1330,210
K06024,13658.5,12232.83,9960.33,9225.5,7073.5,4477,9216.5,8242.33,10592.33,8743.83,10578.83,4510,6294,4734.83,6348,5294.5,6761,1289.83,9142.33,7037.92,15501.67,11097.58,8018.75,4719.83
K06034,4668,4098.5,1086.5,142.5,18,20.5,992,1514,1802,1831,918,74,1433,1136.5,1494,1037,621,13,2130.5,771.5,2195.5,1610,1443,67
K06039,16,14,88,307,1453,858,66,92,115,173,113,185,31,22,21,124,339,352,82,109,152,108,79,275
K06041,15610.2,13822.16,13463.66,17086.78,16482.25,9738.33,11816.33,10774.41,13368.5,12240.5,22888.5,14627.08,7318.5,5593.98,7647.87,8151.08,17589.78,3329.23,10880.66,11689.92,20732.67,13490.58,9519.92,12972.08
K06042,5345.2,4761.5,2115.5,2128.7,2499,1372.5,1726,2158,2305,2479,2098,415,1827,1399.9,1902.2,1481,1431.2,450.4,2718.5,1466.5,3534.5,2331,1940,509
K06044,20.2,22,16,22.2,20,7,52,46,37,33,34,1,114,19.4,217.2,113,28.2,9.4,27,17,84,34,36,4
K06045,543.7,427.5,757.5,790.2,597.5,476.5,1110.5,1068,900,1214,963.5,137.5,629,465.9,698.7,570,744.2,115.9,884,579.5,1529,1194.5,707.5,217.5
K06048,376.4,429.5,140.5,186.9,114,75,108.5,171.5,130.5,175,127,27.5,220,81.3,330.9,171,111.4,26.8,114,121,277,155.5,147.5,53
K06049,638.2,593,93,28.2,11,5,220,373,477,392,196,30,371,243.4,496.2,300,176.2,7.4,185,134,271,226,262,10
K06072,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K06075,160,132.33,61.33,21,17,22,78,64.33,41.83,62.33,71.33,17.5,77,53.83,125,54.5,39,9.83,117.83,67.67,175.17,237.33,164.5,23.83
K06076,1321.2,1238.16,2013.16,5009.03,4666.5,2632.83,1548.33,1586.66,1320.5,1918,3306,3619.33,786,593.73,781.37,1280.83,3654.53,878.73,1298.16,1807.42,3268.17,1926.08,1063.92,3379.33
K06077,226,202.33,287.33,239,1012,667,363,259.33,220.83,309.33,381.33,113.5,128,106.83,130,122.5,161,238.83,288.83,195.67,607.17,454.33,246.5,165.83
K06078,31,36.5,37,47.5,39,20.5,51.5,52,47,56,72,33,29.5,16.5,23,38.5,45.5,3.5,29.5,51,111.5,49.5,43.5,48.5
K06079,13,11,13,8,1,1,16,6,12,13,5,0,14,3,7,6,3,0,27,12,23,28,12,1
K06080,11,13,13,4,4,2,3,2,0,3,0,0,3,1,3,0,1,0,2,0,6,4,7,0
K06113,0,0,5,7,176,112,1,0,0,0,1,39,0,0,0,2,21,76,0,0,1,0,0,42
K06118,35,40,12,22,260,79,62,80,38,25,29,38,26,41,35,27,88,217,15,26,38,23,53,57
K06126,95,100,9,1,0,2,60,32,16,29,31,2,8,9,18,13,14,1,14,16,63,33,56,1
K06131,1880.7,1536.83,1286.83,1774.53,1933,1298.83,1744.33,2003.83,1622.17,2240.17,1522.67,1006.33,1016.5,730.4,1080.37,1169.83,1661.03,447.9,1669.33,1124.25,2634,1909.25,1496.42,666
K06132,53,47,32,17,2,4,78,68,52,55,16,2,50,26,43,25,26,0,69,28,61,71,42,4
K06133,134.2,139.33,224.83,526.2,1889.5,1226.5,374.5,448.33,324.83,412.33,429.83,323.5,262,141.23,368.2,395.5,685.7,471.23,160.33,307.17,600.17,498.83,179.5,388.33
K06134,7367,6625.5,6321.5,5000,2684,1625,5695.5,4523,7004,4328.5,6714,3433,3741,2732,3671.5,2821.5,3941.5,515.5,4964,4515.25,9191.5,6719.25,4961.75,3201.5
K06136,622.2,484.83,286.33,407.28,167.25,61.83,573.83,661.08,497.17,659.17,722.67,1356.08,324,206.15,360.37,363.58,908.78,1059.4,222.33,345,757.5,511.5,383.17,480.75
K06137,1261,1114.5,596,468.75,165.75,62,780,724.25,766,705,964.5,1369.25,467,352.25,494.5,466.25,975.25,1058.5,511,704,1487,1050.5,897,499.75
K06138,167.2,149.5,181,378.95,158.75,60,313,318.25,277,370,620.5,1339.25,196,114.65,258.7,280.25,848.45,1057.9,115,245,532,332.5,142,467.75
K06139,167.2,149.5,181,378.95,158.75,60,313,318.25,277,370,620.5,1339.25,196,114.65,258.7,280.25,848.45,1057.9,115,245,532,332.5,142,467.75
K06140,435.7,382.83,206.83,214.7,174,99.5,247,227.33,177.33,250.83,190.33,26.5,215.5,95.73,250.2,154,138.7,150.23,296.33,171.17,426.17,307.33,279,53.33
K06142,8437.5,7241.49,5898.99,4921.16,5005.5,3222.66,7047.66,6932.99,7925.17,7109.17,7014.17,4022.16,3690,2754.33,3617.84,3099.66,4850.66,1234.83,5058.99,3952.42,8829.17,6605.08,4994.59,3998.33
K06143,360,267,118,127.5,426,263,140,202.5,149,231,86.5,73,77.5,53,71,77,99,134,137,80,239,163.5,142,74.5
K06145,4981,4353.5,1194.5,177.5,40,34.5,1129,1621,1918.5,1937,1043,81.5,1559,1211,1590,1109.5,668,23.5,2375,913.5,2477,1942,1723.5,82.5
K06147,22660.7,20420.82,16685.82,25053.28,27914.75,17104.83,16800.33,17252.07,16708.66,20435.16,27627.66,16933.08,10780.5,8244.14,11574.37,12230.58,22304.78,5781.89,17712.32,14562.76,29476.01,18333.24,13215.42,15513.74
K06148,1629.3,1422,1769,3685.05,2896.75,1602,1558,1587.25,1725,2127,2831,3888.75,1551,1084.85,1528.8,1519.25,3291.05,1569.1,2776,1861,3528,2223,1536.5,3255.25
K06149,364.5,353.5,438.5,862.5,595,566.5,596,685,517,709.5,756,840.5,305.5,213,309,549,1250.5,133.5,288,467.5,1021.5,642,298,423
K06153,15633.7,13823.49,13498.49,17440.28,16854.25,9970.33,12257.83,11290.24,13709.83,12635.83,22978.83,14652.08,7444,5655.81,7809.87,8422.08,17861.28,3412.06,11144.49,11851.59,21105.34,13956.91,9796.92,13074.41
K06156,11,8,5,3,44,34,19,14,13.5,12,11,11.5,6,2.5,4,11.5,9,25.5,16.5,15,28.5,131,26.5,13.5
K06158,8700.7,7532.66,4582.16,6729.03,8857,5858.33,5359.83,5938.66,5487.5,6957.5,6395.5,6995.33,3461,2720.73,3580.87,3549.33,6185.03,4034.23,5755.16,3936.67,9109.67,6310.83,4817.17,5429.83
K06160,107.2,140.5,48,57.7,43,19.5,86.5,97,85,107,110,36,103.5,52.9,110.2,67.5,68.7,6.9,86.5,79,203.5,117.5,81.5,52.5
K06162,2572,2348,1057,639.75,1248.25,748,1548.5,1577.25,1767,2044,1348.5,1397.25,1629,1260.25,1587.5,1085.25,1047.25,1336,3138.5,1049,2790.5,2069.5,1737,586.75
K06163,1158.5,1031,429.5,342.5,1083,674,697.5,684,740,869.5,495.5,130.5,700,543,690,472.5,343.5,265.5,1317,470.5,1218,917,795.5,175
K06164,1158.5,1031,429.5,342.5,1083,674,697.5,684,740,869.5,495.5,130.5,700,543,690,472.5,343.5,265.5,1317,470.5,1218,917,795.5,175
K06165,1158.5,1031,429.5,342.5,1083,674,697.5,684,740,869.5,495.5,130.5,700,543,690,472.5,343.5,265.5,1317,470.5,1218,917,795.5,175
K06166,1158.5,1031,429.5,342.5,1083,674,697.5,684,740,869.5,495.5,130.5,700,543,690,472.5,343.5,265.5,1317,470.5,1218,917,795.5,175
K06167,13710.7,11990.33,7790.83,3211.53,1301.5,834.33,7778.83,7585.33,9939.17,7693.17,7197.67,583.83,5951,4403.9,5883.37,3967.83,2807.03,456.9,8462.83,5327.5,12669.5,9800,7664.17,767
K06168,16059.7,14243.16,13689.16,17478.28,16640.25,9826.33,12377.83,11342.91,13778,12711.5,23153.5,14636.58,7535,5720.98,7908.87,8423.58,17758.28,3358.23,11179.66,11890.92,21342.17,13955.58,9890.42,13025.58
